Title,Links
Sensational Details Of Chandigarh Blast: Pak-Based Khalistani Wanted To Hire Youths From Poor Families,https://www.timesnownews.com/city/chandigarh/sensational-details-of-chandigarh-blast-pak-based-khalistani-wanted-to-hire-youths-from-poor-families-article-113392107
"PM Modi To Flag Off Ahmedabad-Bhuj Vande Bharat Metro, Check City's Weather Forecast For Today",https://www.timesnownews.com/city/ahmedabad/pm-modi-to-flag-off-ahmedabad-bhuj-vande-bharat-metro-check-citys-weather-forecast-for-today-article-113387054
Employee Gives Tour Of World's Largest American Express Office Located In Gurugram: VIDEO,https://www.timesnownews.com/city/gurugram/employee-gives-tour-of-worlds-largest-american-express-office-located-in-gurugram-video-article-113391627
"Haryana Reports 123 Malaria Infection, Highest In 4 Yrs: Check Number Of Cases In Gurugram, Faridabad",https://www.timesnownews.com/city/haryana-reports-123-malaria-infection-highest-in-4-yrs-check-number-of-cases-in-gurugram-faridabad-article-113389310
"Ahmedabad-Bhuj Vande Bharat Metro, To Be Launched By PM Modi, Renamed To 'Namo Bharat Rapid Rail'",https://www.timesnownews.com/city/ahmedabad/ahmedabad-bhuj-india-first-vande-bharat-metro-to-be-launched-by-pm-modi-renamed-to-namo-bharat-rapid-rail-article-113387638
"2nd Nipah Virus Death In Malappuram: Restrictions Imposed, Theatres Shut And Masks Made Mandatory",https://www.timesnownews.com/city/2nd-nipah-virus-death-in-malappuram-restrictions-imposed-theatres-shut-and-masks-made-mandatory-businesses-schools-colleges-anganwadis-shut-article-113385000
"Noida's Botanical Garden-Mayur Vihar Stretch Set for Revamp; To Ease Traffic at Sectors 18,16,15",https://www.timesnownews.com/city/noida/noidas-botanical-garden-mayur-vihar-stretch-set-for-revamp-to-ease-traffic-at-sectors-181615-article-113384106
Mumbai,https://www.timesnownews.com/mumbai
 Mumbai Businessman's Nude Video Used To Extort Rs 2.5 Lakh By Man Posing As Woman On Facebook,https://www.timesnownews.com/mumbai/mumbai-businessmans-nude-video-used-to-extort-rs-2-5-lakh-by-man-posing-as-woman-on-facebook-article-113426546
 Agle Baras Tu Jaldi Aana! Ganesh Idols Immersion Begins Across Mumbai On Visarjan Day-Visuals,https://www.timesnownews.com/mumbai/ganesh-idols-immersion-begins-in-mumbai-and-across-maharashtra-on-visarjan-day-visuals-article-113421719
 Mumbai's Andheri To Face Water Supply Cut From Sept 19-20; Check List Of Affected Areas,https://www.timesnownews.com/mumbai/mumbais-andheri-to-face-water-supply-cut-from-sept-19-20-check-list-of-affected-areas-article-113416531
 How Will The Weather Be In Mumbai Today? Check IMD Forecast,https://www.timesnownews.com/mumbai/how-will-the-weather-be-in-mumbai-today-check-imd-forecast-article-113407850
" Ganesh Visarjan: Mumbai Fortified With Over 28K Security Personnel, 10 SRPF Companies And 10000 CCTV",https://www.timesnownews.com/mumbai/ganesh-visarjan-mumbai-fortified-with-over-28k-security-personnel-10-srpf-companies-and-10000-cctv-article-113396459
"In Venice, Anand Mahindra Runs Into 'Mumbai-style' Traffic, User Says, 'At Least There's No Honking'",https://www.timesnownews.com/mumbai/in-venice-anand-mahindra-runs-into-mumbai-style-traffic-user-says-at-least-theres-no-honking-article-113389668
"BMW-Mercedes 'Race' On Bandra-Worli Sea Link Ends In Major Accident, Traffic Disrupted",https://www.timesnownews.com/mumbai/bmw-mercedes-race-on-bandra-worli-sea-link-ends-in-major-accident-traffic-disrupted-article-113390357
India's Most Challenging Underground Metro Project In Mumbai May Run By This Day: Report,https://www.timesnownews.com/mumbai/indias-most-challenging-underground-metro-project-in-mumbai-may-run-by-this-day-report-article-113382283
14-Lane Road Near Atal Setu To Slash Mumbai-Pune Expressway Traffic By 50%: Nitin Gadkari,https://www.timesnownews.com/mumbai/14-lane-road-near-atal-setu-to-slash-mumbai-pune-expressway-traffic-by-50-per-cent-nitin-gadkari-article-113380610
Mumbai Ganesh Chaturthi: Traffic Advisory Details Road Restrictions And Alternate Routes,https://www.timesnownews.com/mumbai/mumbai-ganesh-chaturthi-traffic-advisory-details-road-restrictions-and-alternate-routes-article-113380012
Mumbai Set To Drench In Week-Long Rainfall; Check High Tide Timings And Sea Levels,https://www.timesnownews.com/mumbai/mumbai-set-to-drench-in-week-long-rainfall-check-high-tide-timings-and-sea-levels-article-113379365
Assistant Professor Of Mumbai's Nair Hospital Suspended For 'Sexually Harassing' Medical Student,https://www.timesnownews.com/mumbai/assistant-professor-of-mumbais-nair-hospital-suspended-for-sexually-harassing-medical-student-article-113372312
32-Year-Old Woman Gang Raped At Knifepoint Near Mumbai,https://www.timesnownews.com/crime/32-year-old-woman-gang-raped-at-knifepoint-near-mumbai-nalasopara-palghar-crime-news-article-113372000
"Mob Thrashes Biker, Destroy His Two-Wheeler After He Attacked Woman With Helmet In Mumbai",https://www.timesnownews.com/mumbai/mob-thrashes-biker-destroy-his-two-wheeler-after-he-attacked-woman-with-helmet-in-mumbai-article-113370125
"Unexpected Heavy Rain Drenches Mumbai, More Showers Likely In Next Few Hours",https://www.timesnownews.com/mumbai/rain-in-mumbai-today-unexpected-heavy-rain-drenches-mumbai-more-showers-likely-in-next-few-hours-article-113363683
Delhi,https://www.timesnownews.com/delhi
 Inside RASA Festival In Delhi: A Tribute To India’s Cultural Heritage Through Classical Music | Pics,https://www.timesnownews.com/delhi/inside-rasa-festival-in-delhi-a-tribute-to-indias-cultural-heritage-through-classical-music-pics-article-113434940
 Munawar Faruqui's Delhi Event Sees High Drama - Why Comedian Was Rushed To Mumbai?,https://www.timesnownews.com/delhi/munawar-faruquis-delhi-event-sees-high-drama-why-comedian-was-rushed-to-mumbai-article-113432707
" Lightning, Winds, and Rain: Sudden Change in Delhi Weather – Impact of Cyclone Yagi?",https://www.timesnownews.com/delhi/lightening-winds-rain-sudden-change-in-delhi-weather-is-this-cyclone-yagi-impact-article-113430133
 IndiGo Flight From Delhi - Bengaluru Suffers Major Tailstrike,https://www.timesnownews.com/delhi/indigo-flight-from-delhi-bengaluru-suffers-major-tailstrike-article-113427417
" Arvind Kejriwal Submits Resignation As Delhi CM, Atishi Stakes Claim To Form Govt",https://www.timesnownews.com/delhi/arvind-kejriwal-quits-as-delhi-chief-minister-submits-resignation-before-lieutenant-governor-vk-saxena-article-113422562
Delhi Metro News: Services On Red Line Disrupted Due to Overhead Equipment Issue,https://www.timesnownews.com/delhi/delay-in-services-of-delhi-metros-red-line-article-113420208
Delhi: Half Of Nangloi Flyover From Peeragarhi To Tikri Border To Remain Closed From Sept 18,https://www.timesnownews.com/delhi/delhi-half-of-nangloi-flyover-from-peeragarhi-to-tikri-border-to-remain-closed-from-sept-18-article-113417732
"Delhi Man, 32, Dies After Falling into Open Pit in Bhajanpura; Rescue Efforts by Locals Failed",https://www.timesnownews.com/delhi/delhi-man-32-dies-after-falling-into-open-pit-in-bhajanpura-rescue-efforts-by-locals-failed-article-113413437
"Delhi's Gangs And Guns: Rivalry, Revenge, Violence In Prime Areas Of City Raise Safety Concerns",https://www.timesnownews.com/delhi/delhis-gangs-and-guns-rivalry-revenge-violence-in-prime-areas-of-city-raise-safety-concerns-article-113411283
"Delhi's Hauz Khas, Green Park and Nearby Areas to Face Water Supply Cut for Next 2 Days: DETAILS",https://www.timesnownews.com/delhi/delhis-hauz-khas-green-park-and-nearby-areas-to-face-water-supply-cut-for-next-2-days-details-article-113409967
"Cloudy Skies, No Rain: Are More Showers Expected In Delhi Soon?",https://www.timesnownews.com/delhi/delhi-weather-cloudy-skies-no-rain-are-more-showers-expected-in-delhi-soon-article-113407635
"Lawrence Bishnoi, 'Don of Yamunapur' And More: 5 Gangsters on Radar In Delhi Gym Owner Death Case",https://www.timesnownews.com/delhi/lawrence-bishnoi-don-of-yamunapur-and-more-5-gangsters-on-radar-in-delhi-gym-owner-death-case-article-113401161
"Delhi's Dengue Danger: Capital Reports 2 Deaths As Cases Increase, 70 Hospitalised Since July",https://www.timesnownews.com/delhi/delhis-dengue-danger-capital-reports-2-deaths-as-cases-increase-70-admitted-since-july-article-113399332
Delhi Police's 'Apna Band Naa Bajva Lena' Warning To People Ahead Of Diljit Dosanjh's Concert,https://www.timesnownews.com/delhi/delhi-polices-apna-band-naa-bajva-lena-warning-to-people-ahead-of-diljit-dosanjhs-concert-article-113396626
IndiGo Airlines Apologises After Passengers Wait Hours on Delhi-Bound Flight Before Cancellation,https://www.timesnownews.com/delhi/indigo-airlines-apologises-after-passengers-wait-hours-on-delhi-bound-flight-before-cancellation-article-113389319
Kolkata,https://www.timesnownews.com/kolkata
 Who Is Manoj Verma? Kolkata's New Police Commissioner Replacing Vineet Goyal,https://www.timesnownews.com/kolkata/who-is-manoj-verma-kolkatas-new-police-commissioner-replacing-vineet-goyal-article-113425321
" Kolkata Overcomes Rainfall Deficit, IMD Predicts More Rain; Will It Lead to Monsoon Surplus?",https://www.timesnownews.com/kolkata/kolkata-overcomes-rainfall-deficit-imd-predicts-more-rain-will-it-surpass-monsoon-average-article-113408540
" Kolkata Horror: Sandip Ghosh Gives 'Deceptive' Replies in Polygraph Test, SHO Mondal Entry was 'False'",https://www.timesnownews.com/kolkata/kolkata-horror-sandip-ghosh-gives-deceptive-replies-in-polygraph-test-sho-mondal-entry-was-false-article-113386375
 'Nexus Between' Sandip Ghosh And SHO Abhijit Mondol: CBI's Probe Plan In Doctor's Murder Case,https://www.timesnownews.com/india/nexus-between-sandip-ghosh-and-sho-abhijit-mondol-cbis-probe-plan-in-doctors-murder-case-article-113371310
 Rift Within Doctors? TMC's Kunal Ghosh Claims 'Audio Clip' Hints A Section Of Medics Want...,https://www.timesnownews.com/kolkata/rift-within-doctors-mamata-banerjee-tmcs-kunal-ghosh-claims-audio-clip-hints-a-section-of-medics-want-article-113370195
"Rs 340 for Tea: Former Finance Minister Shocked by Prices at Kolkata Airport, Raises Inflation Worry",https://www.timesnownews.com/kolkata/rs-340-for-tea-former-finance-minister-shocked-by-prices-at-kolkata-airport-raises-inflation-worry-article-113361599
"Blast Near Kolkata's SN Banerjee Road Injures 1, Eyewitness Recounts Horror - Video",https://www.timesnownews.com/kolkata/1-injured-in-blast-in-kolkata-near-sn-banerjee-road-bomb-disposal-squad-on-site-article-113348994
Conspiracy Against Protesting Doctors? Audio Clip Helps Kolkata Police Prevent Big Attack,https://www.timesnownews.com/kolkata/conspiracy-against-protesting-doctors-audio-clip-helps-kolkata-police-prevent-big-attack-article-113343434
"'Was Worried All Night, Request You...': Mamata Vs Doctors' Deadlock To End? CM Meets Protesting Medics",https://www.timesnownews.com/kolkata/watch-mamata-vs-doctors-deadlock-to-end-cm-reaches-swasthya-bhawan-to-meet-protesting-medics-article-113344728
Kolkata Court Rejects CBI's Request of Narco Test on Rape-Murder Accused Sanjay Roy,https://www.timesnownews.com/kolkata/breaking-news-kolkata-court-rejects-cbis-request-of-narco-test-on-rape-murder-accused-sanjay-roy-article-113324122
'Don't Fell Trees From Today' For Kolkata's Joka-Esplanade Metro Project: Supreme Court,https://www.timesnownews.com/kolkata/dont-fell-trees-from-today-for-kolkata-metro-project-supreme-court-on-16-km-long-joka-esplanade-article-113322033
"Never Sought Mamata's Resignation: Doctors' Protest Continues After Talks Fail, Blame Bengal Govt",https://www.timesnownews.com/kolkata/never-sought-mamatas-resignation-doctors-protest-continues-after-talks-fail-blame-bengal-govt-article-113306723
'Waited For 2 Hours' For Doctors: Mamata Says 'Will Forgive' Them For Not Showing Up For Meeting,https://www.timesnownews.com/kolkata/kolkata-rape-murder-cm-mamata-banerjee-says-will-forgive-protesting-doctors-for-not-showing-up-for-meeting-waited-for-2-hours-article-113297354
Kolkata Man Cancels Vacation As Airline Did Not Approve Cat's Travel: 'Michu Has Always...',https://www.timesnownews.com/kolkata/kolkata-man-cancels-vacation-as-airline-did-not-approve-cats-travel-michu-has-always-article-113295944
"Suspicious Bag Found Near Kolkata's RG Kar Hospital At Protest Site, Bomb Squad Team Present",https://www.timesnownews.com/kolkata/breaking-news-suspicious-bag-found-at-kolkatas-rg-kar-hospital-near-protest-site-bomb-squad-team-present-article-113286519
Bengaluru,https://www.timesnownews.com/bengaluru
 How A Non-Kannadiga Bengaluru Man Used Google Translator To Ensure Safety Of Sanitation Workers,https://www.timesnownews.com/bengaluru/how-a-non-kannadiga-used-google-translator-to-ensure-safety-of-sanitation-workers-article-113434680
 VIDEO: Leopard Strolls Across Road In Bengaluru As Man Walks Unaware In Scary Footage,https://www.timesnownews.com/bengaluru/video-leopard-strolls-across-road-in-bengaluru-as-man-walks-unaware-in-scary-footage-article-113427781
 Bengaluru: Man's Suicide Bid At Metro Station Foiled by Alert Staff,https://www.timesnownews.com/bengaluru/bengaluru-mans-suicide-bid-at-metro-station-foiled-by-alert-staff-article-113424259
 Bengaluru's Free Wi-Fi Initiative Halted After Only One Company Shows Interest,https://www.timesnownews.com/bengaluru/bengalurus-free-wi-fi-initiative-halted-after-only-one-company-shows-interest-article-113423491
" 'Why Not Speak Kannada?': Driver Argues With Toll Booth Worker For Using Hindi, Who Responds...",https://www.timesnownews.com/bengaluru/why-not-speak-kannada-driver-argues-with-toll-booth-worker-for-using-hindi-who-responds-article-113422982
"Now, Stray Dogs In Bengaluru Can Get Vaccinated, Sterilised Soon With BBMP's New Mobile App; Details",https://www.timesnownews.com/bengaluru/now-stray-dogs-in-bengaluru-can-get-vaccinated-sterilised-soon-with-bbmps-new-mobile-app-details-article-113420497
Bengaluru Airport To Make First Announcements In Kannada? Parishat Urges BIAL To Show State's Culture,https://www.timesnownews.com/bengaluru/bengaluru-airport-to-make-first-announcements-in-kannada-parishat-urges-bial-to-show-states-culture-article-113419411
"'Remove Underwear': Bengaluru Rowdy Beats Up Man, Forces To Strip & Run On Busy Road, Video Goes Viral",https://www.timesnownews.com/bengaluru/bengaluru-rowdy-beats-up-man-forces-to-strip-run-on-busy-road-video-goes-viral-article-113416837
"Bengaluru Shocker On Cam: Children Watch In Horror As Men In Silver SUV Block School Bus, Smash Window",https://www.timesnownews.com/bengaluru/bengaluru-news-treamis-school-bus-attacked-in-bengalurus-electronic-city-miscreants-break-window-in-entry-attempt-video-article-113409477
37-Year-Old Bengaluru CFO Gets Botox Annually for His Crow's Feet and Brows,https://www.timesnownews.com/bengaluru/37-year-old-bengaluru-cfo-annual-gets-botox-for-his-crows-feet-and-brows-article-113400840
'400km Of Additional Sewage Lines' Is What Bengaluru Needs To Make Its Lakes Pollution-Free,https://www.timesnownews.com/bengaluru/400km-of-additional-sewage-lines-is-what-bengaluru-needs-to-make-its-lakes-pollution-free-article-113399776
"Bengaluru Woman's Saree Order At 12 AM For Onam Leaves Netizens In Splits, 'Did it Come With Fall'",https://www.timesnownews.com/bengaluru/bengaluru-womans-saree-order-at-12-am-from-swiggy-instamart-for-onam-leaves-netizens-in-splits-did-it-come-with-fall-article-113399792
"Bengaluru Double-Decker Flyover: Boon For Commuters, But Bane For Residents?",https://www.timesnownews.com/bengaluru/bengaluru-double-decker-flyover-boon-for-commuters-but-bane-for-residents-article-113395026
Why Was A Ganesh Idol Inside Bengaluru Police Van? City Cops Clarify On Viral Image,https://www.timesnownews.com/bengaluru/ganesh-chatrudi-why-was-a-ganesh-idol-inside-bengaluru-police-van-city-cops-clarify-on-viral-image-article-113384993
"'Uber, Ola Have Banned Me': Bengaluru Auto Driver Who 'Slapped' Woman, Now Faces Consequences",https://www.timesnownews.com/bengaluru/bengaluru-auto-driver-who-slapped-woman-now-faces-consequences-claims-aggregator-apps-banned-him-article-113382534
Hyderabad,https://www.timesnownews.com/hyderabad
 Hyderabad: Father Accidentally Runs Over 3-Year-Old Son While Reversing Truck,https://www.timesnownews.com/hyderabad/hyderabad-father-accidentally-runs-over-3-year-old-son-while-reversing-truck-article-113430752
" After FedEx Scams, Cyber Fraudsters In Hyderabad Wield New Weapon To Dupe People -India Post",https://www.timesnownews.com/hyderabad/after-fedex-scams-cyber-fraudsters-in-hyderabad-wield-new-weapon-to-dupe-people-india-post-article-113398580
" Hyderabad Student In Canada For Brother's Birthday, Drowns While Swimming In Lake",https://www.timesnownews.com/hyderabad/hyderabad-student-praneeth-in-canada-for-brothers-birthday-drowns-while-swimming-in-toronto-lake-video-article-113398251
 Hyderabad Man Kills Self After Loan App Agent Blackmails With Wife's Nude Pic,https://www.timesnownews.com/hyderabad/hyderabad-man-kills-self-after-loan-app-agent-blackmail-him-with-wifes-morphed-nude-pic-over-rs-2000-article-113395382
 National Award-Winning Choreographer Booked By Hyderabad Police For 'Raping' Colleague,https://www.timesnownews.com/hyderabad/national-award-winning-choreographer-jani-master-booked-by-hyderabad-police-for-raping-colleague-article-113389186
"285 Arrested In Hyderabad For Misbehaving With Women, All Thanks To 'SHE Teams'",https://www.timesnownews.com/hyderabad/285-arrested-in-hyderabad-for-misbehaving-with-women-all-thanks-to-she-teams-article-113368774
'Do Men Ever Leave?': E-Bike Rider Texts Hyderabad Woman He Harassed For 5 Years On Instagram,https://www.timesnownews.com/hyderabad/do-men-ever-leave-e-bike-rider-texts-hyderabad-woman-he-harassed-for-5-years-on-instagram-article-113361232
Hyderabad Set for Economic Boost with Upcoming Karimnagar-Warangal Direct Rail Link – Here’s How,https://www.timesnownews.com/hyderabad/hyderabad-set-for-economic-boost-with-upcoming-karimnagar-warangal-direct-rail-link-heres-how-article-113360726
Woman Crushed To Death As State-Run RTC Bus Runs Over Her In Hyderabad: VIDEO,https://www.timesnownews.com/hyderabad/woman-crushed-to-death-as-state-run-rtc-bus-runs-over-her-in-hyderabad-video-article-113349577
"Hyderabad Weather: Light Rain Likely Today, With Continuous Showers Expected Ahead",https://www.timesnownews.com/hyderabad/hyderabad-weather-light-rain-likely-today-with-continuous-showers-expected-ahead-article-113338629
"Woman Held In Hyderabad For Sending Indians To Cambodia, Where They Were Tortured And...",https://www.timesnownews.com/hyderabad/woman-held-in-hyderabad-for-sending-indians-to-cambodia-where-they-were-tortured-and-article-113327358
"Hyderabad Commission Asks IndiGo To Refund Rs 4.14 Lakh To Flyer, Plus Rs 1,47 Lakh Because...",https://www.timesnownews.com/hyderabad/hyderabad-commission-asks-indigo-to-refund-rs-4-14-lakh-to-flyer-plus-rs-147-lakh-because-article-113287422
"VIDEO: Patient Grabs Female Doctor's Apron, Attacks Her At Hyderabad's Gandhi Hospital",https://www.timesnownews.com/hyderabad/video-patient-grabs-female-doctors-apron-attacks-her-at-hyderabads-gandhi-hospital-article-113279103
No Immersion of PoP Ganesha Idols in Hyderabad's Hussain Sagar; Check Where to Perform the Rituals,https://www.timesnownews.com/hyderabad/hyderabad-ganapati-2024-no-immersion-of-pop-s-ganesha-idols-in-hyderabads-hussain-sagar-check-where-you-can-follow-rituals-article-113252403
Hyderabad: Traffic Advisory Issued In View Of Ganesh Immersion Processions-Details Inside,https://www.timesnownews.com/hyderabad/hyderabad-traffic-advisory-issued-in-view-of-ganesh-immersion-processions-details-inside-article-113236208
Chennai,https://www.timesnownews.com/chennai
 Chennai To Face 5-Hour Power Cut Tomorrow; Is Your Area Affected? Check List,https://www.timesnownews.com/chennai/chennai-to-face-5-hour-power-cut-tomorrow-is-your-area-affected-check-list-article-113414134
" For PM Modi's 74th Birthday, 13-Year-Old Chennai Girl Makes World's Largest Millet Painting - WATCH",https://www.timesnownews.com/chennai/for-pm-modis-74th-birthday-13-year-old-chennai-girl-makes-worlds-largest-millet-painting-watch-article-113399634
 Police Detains Around 100 Protesting Samsung Employees Near Chennai; Production Halted At Sriperumbudur Plant,https://www.timesnownews.com/chennai/police-detains-around-100-protesting-samsung-employees-near-chennai-production-halted-at-sriperumbudur-plant-article-113387336
" Chennai: Residents To Witness Light Rain Today, Showers To Continue Till...",https://www.timesnownews.com/chennai/chennai-residents-to-witness-light-rain-today-showers-to-continue-till-check-imd-forecast-article-113378501
 Chennai Metro Phase-2 To Get First Driverless Train By End Of This Month; What More Features It Has?,https://www.timesnownews.com/chennai/chennai-metro-phase-2-to-get-first-driverless-train-by-end-of-this-month-what-more-features-it-has-article-113362304
Special Festival Trains To Run On Kochuveli-Chennai Central Route During Onam; Details,https://www.timesnownews.com/chennai/special-festival-trains-to-run-on-kochuveli-chennai-central-route-during-onam-details-article-113361762
Chennai Sweats In Extreme Heat As Temperatures Soar; Will Rain Cool Down The City?,https://www.timesnownews.com/chennai/chennai-sweats-in-extreme-heat-as-temperatures-soar-will-rain-cool-down-the-city-article-113360482
Chennai Sees 'Dark' Night As Fire At Manali Substation Leaves City Without Electricity,https://www.timesnownews.com/chennai/chennai-sees-dark-night-as-fire-at-manali-substation-leaves-city-without-electricity-article-113301847
Power Cut In Chennai On September 13; Check List Of Areas Affected,https://www.timesnownews.com/chennai/power-cut-in-chennai-on-september-13-check-list-of-areas-affected-article-113290122
"Bomb Threat Email Sent To Anna University MIT's Campus Near Chennai, Authority On Alert",https://www.timesnownews.com/chennai/bomb-threat-email-sent-to-anna-university-mits-campus-authority-on-alert-article-113282794
Chennai: Power Cut Announced In THESE Areas On September 12-Check Details,https://www.timesnownews.com/chennai/chennai-power-cut-announced-in-these-areas-on-september-12-check-details-article-113261561
Chennai: LuLu Hypermarket To Open At THESE Metro Stations-Details,https://www.timesnownews.com/chennai/chennai-lulu-hypermarket-to-open-at-these-metro-stations-details-article-113255224
Chennai: Power Supply To Be Suspended In THESE Areas On September 11-Details,https://www.timesnownews.com/chennai/chennai-power-supply-to-be-suspended-in-these-areas-on-september-11-details-article-113232589
IAF Helicopter Makes Emergency Landing On Paddy Field Due To Technical Snag,https://www.timesnownews.com/chennai/iaf-helicopter-makes-emergency-landing-on-paddy-field-near-porpandal-due-to-technical-snag-article-113201005
