Title,Links,label
‘I Will Rape and Kill You': Woman Shares Horror She Faced In Bengaluru,https://www.timesnownews.com/bengaluru/i-will-rape-and-kill-you-woman-shares-horror-she-faced-in-bengaluru-article-113328560,0
"Bengaluru CGST Officials, Arrested By Police, Now Suspended Over Rs 1.5 Cr Extortion Charges",https://www.timesnownews.com/bengaluru/bengaluru-cgst-officials-arrested-by-police-now-suspended-over-rs-1-5-cr-extortion-charges-article-113326036,0
"Bengaluru, Already Suffering Traffic Woes, Now Faces Train Set Shortage",https://www.timesnownews.com/bengaluru/bengaluru-already-suffering-traffic-woes-now-faces-train-set-shortage-article-113320137,0
'This Is AI Generated': Bengaluru In Disbelief Over Video Showing No Traffic At Silk Board Junction,https://www.timesnownews.com/bengaluru/this-is-ai-generated-bengaluru-in-disbelief-over-video-showing-no-traffic-at-silk-board-junction-article-113308938,0
Bengaluru Metro Stations Up For Big Change? Firm Commits Over Rs 100 Cr For Development: Report,https://www.timesnownews.com/bengaluru/big-development-of-bengalurus-metro-stations-on-cards-firm-commits-over-rs-100-cr-investment-report-article-113299884,0
'What If...': Bengaluru Working Women Talk About 'Danger After Dark' | SafeHer,https://www.timesnownews.com/bengaluru/what-if-bengaluru-working-women-talk-about-danger-after-dark-safeher-article-113293092,0
Bengaluru Doctors Puzzled Over Dengue-Like Fever in Kids Delaying Diagnosis,https://www.timesnownews.com/bengaluru/bangalore-children-fever-case-bengaluru-doctors-puzzled-over-dengue-like-fever-in-kids-delaying-diagnosis-article-113288534,0
"'Shorts Not Allowed In Bangalore?': Elderly Woman Insults Influencer For Her Attire, Sparks Debate",https://www.timesnownews.com/bengaluru/shorts-not-allowed-in-bangalore-elderly-woman-insults-influencer-for-her-attire-sparks-debate-article-113281878,0
"Bengaluru, Clear Your Property Taxes Under One-Time Settlement Scheme By THIS Month; How Does OTS Help You?",https://www.timesnownews.com/bengaluru/bengaluru-clear-your-property-taxes-under-one-time-settlement-scheme-by-this-month-how-does-ots-help-you-article-113279868,0
"Bengaluru: 3 BSC Students, Out On Joyride, Killed In Hit-and-Run Accident On Airport Road",https://www.timesnownews.com/bengaluru/bengaluru-3-bsc-students-die-in-brutal-hit-and-run-accident-on-airport-road-article-113277916,0
Hyderabad,https://www.timesnownews.com/hyderabad,0
 Woman Crushed To Death As State-Run RTC Bus Runs Over Her In Hyderabad: VIDEO,https://www.timesnownews.com/hyderabad/woman-crushed-to-death-as-state-run-rtc-bus-runs-over-her-in-hyderabad-video-article-113349577,0
" Hyderabad Weather: Light Rain Likely Today, With Continuous Showers Expected Ahead",https://www.timesnownews.com/hyderabad/hyderabad-weather-light-rain-likely-today-with-continuous-showers-expected-ahead-article-113338629,0
" Woman Held In Hyderabad For Sending Indians To Cambodia, Where They Were Tortured And...",https://www.timesnownews.com/hyderabad/woman-held-in-hyderabad-for-sending-indians-to-cambodia-where-they-were-tortured-and-article-113327358,0
" Hyderabad Commission Asks IndiGo To Refund Rs 4.14 Lakh To Flyer, Plus Rs 1,47 Lakh Because...",https://www.timesnownews.com/hyderabad/hyderabad-commission-asks-indigo-to-refund-rs-4-14-lakh-to-flyer-plus-rs-147-lakh-because-article-113287422,0
" VIDEO: Patient Grabs Female Doctor's Apron, Attacks Her At Hyderabad's Gandhi Hospital",https://www.timesnownews.com/hyderabad/video-patient-grabs-female-doctors-apron-attacks-her-at-hyderabads-gandhi-hospital-article-113279103,0
No Immersion of PoP Ganesha Idols in Hyderabad's Hussain Sagar; Check Where to Perform the Rituals,https://www.timesnownews.com/hyderabad/hyderabad-ganapati-2024-no-immersion-of-pop-s-ganesha-idols-in-hyderabads-hussain-sagar-check-where-you-can-follow-rituals-article-113252403,0
Hyderabad: Traffic Advisory Issued In View Of Ganesh Immersion Processions-Details Inside,https://www.timesnownews.com/hyderabad/hyderabad-traffic-advisory-issued-in-view-of-ganesh-immersion-processions-details-inside-article-113236208,0
"3 Young Men Gangrape Class 9 Student, Impregnate Her in Telangana's Siddipet ​​",https://www.timesnownews.com/crime/3-young-men-gangrape-class-9-student-impregnate-her-in-telanganas-siddipet-article-113214031,0
CM Revanth Reddy Accelerates 'Pharma City' Near Hyderabad: What Is The Project About?,https://www.timesnownews.com/hyderabad/cm-revanth-reddy-accelerates-pharma-city-near-hyderabad-what-is-the-projects-aim-article-113210000,0
How A Gang Used UPI To Dupe Hyderabad Electronics Chain Of Rs 4 Crore,https://www.timesnownews.com/hyderabad/how-a-gang-used-upi-to-dupe-hyderabad-electronics-chain-of-rs-4-crore-article-113198055,0
"Girl Trapped, Sexually Assaulted for 20 Days in Hyderabad Hotel by Online Friend",https://www.timesnownews.com/hyderabad/girl-trapped-sexually-assaulted-for-20-days-in-hyderabad-hotel-by-online-friend-article-113179863,0
Fire Breaks Out at Plywood Shop in Hyderabad's Mahadevapuram-VIDEO,https://www.timesnownews.com/hyderabad/fire-breaks-out-at-plywood-shop-in-hyderabads-mahadevapuram-video-article-113180646,0
Hyderabad On Yellow Alert As IMD Issues Very Heavy Rain Alert In Parts Of Telangana Till...,https://www.timesnownews.com/hyderabad/hyderabd-weather-today-city-yellow-alert-as-imd-issues-very-heavy-rain-in-parts-of-telangana-till-article-113178225,0
"Hyderabad Sees Fresh Rain, Showers Likely To Continue For Next Few Hours: Check Details",https://www.timesnownews.com/hyderabad/hyderabad-sees-fresh-rain-showers-likely-to-continue-for-next-few-hours-check-details-article-113167891,0
"WATCH: HYDRA Continues Demolishing Drive, Razes Building In Hyderabad",https://www.timesnownews.com/hyderabad/hydraa-demolishes-under-construction-building-in-hyderabad-video-article-113165321,0
Chennai,https://www.timesnownews.com/chennai,0
 Chennai Sees 'Dark' Night As Fire At Manali Substation Leaves City Without Electricity,https://www.timesnownews.com/chennai/chennai-sees-dark-night-as-fire-at-manali-substation-leaves-city-without-electricity-article-113301847,0
 Power Cut In Chennai On September 13; Check List Of Areas Affected,https://www.timesnownews.com/chennai/power-cut-in-chennai-on-september-13-check-list-of-areas-affected-article-113290122,0
" Bomb Threat Email Sent To Anna University MIT's Campus Near Chennai, Authority On Alert",https://www.timesnownews.com/chennai/bomb-threat-email-sent-to-anna-university-mits-campus-authority-on-alert-article-113282794,0
 Chennai: Power Cut Announced In THESE Areas On September 12-Check Details,https://www.timesnownews.com/chennai/chennai-power-cut-announced-in-these-areas-on-september-12-check-details-article-113261561,0
 Chennai: LuLu Hypermarket To Open At THESE Metro Stations-Details,https://www.timesnownews.com/chennai/chennai-lulu-hypermarket-to-open-at-these-metro-stations-details-article-113255224,0
Chennai: Power Supply To Be Suspended In THESE Areas On September 11-Details,https://www.timesnownews.com/chennai/chennai-power-supply-to-be-suspended-in-these-areas-on-september-11-details-article-113232589,0
IAF Helicopter Makes Emergency Landing On Paddy Field Due To Technical Snag,https://www.timesnownews.com/chennai/iaf-helicopter-makes-emergency-landing-on-paddy-field-near-porpandal-due-to-technical-snag-article-113201005,1
Chennai: Several Parts Of City To Face Power Cuts On September 10-Check List of Affected Areas,https://www.timesnownews.com/chennai/chennai-several-parts-of-city-to-face-power-cuts-on-september-10-check-list-of-affected-areas-article-113192193,0
Saudia Airlines Confirms Chennai To Jeddah Flight Services Thrice A Week; Check Launching Date,https://www.timesnownews.com/chennai/saudia-airlines-confirm-chennai-to-jeddah-flight-services-thrice-a-week-check-launching-date-article-113184461,0
VIDEO: Actor Vishal Arrives On Bicycle To Attend Artist Association Meeting In Chennai,https://www.timesnownews.com/chennai/video-actor-vishal-arrives-on-bicycle-to-attend-artist-association-meeting-in-chennai-article-113165512,0
"Spiritual Speaker Maha Vishnu, Who Spoke Of Rebirth And Karma In Chennai, Sent To 14-Day Judicial Custody",https://www.timesnownews.com/chennai/breaking-news-spiritual-speaker-maha-vishnu-chennai-police-who-spoke-of-rebirth-and-karma-sent-to-14-day-judicial-custody-article-113153778,0
Ayodhya Ram Mandir In Chennai? Unmissable Photos On Ganesh Chaturthi,https://www.timesnownews.com/chennai/ayodhya-ram-mandir-in-chennai-unmissable-photos-on-ganesh-chaturthi-article-113153202,0
